source_id	source_title	source_year	source_authors	source_type	site_name	LatDD	LonDD	inferred_from	inferred_using	biodiversity_measure	inferred_as	taxon_kingdom	taxon_family	taxon_genus	taxon_species	sample_origin	earliest_extent	latest_extent	proxy_category	variability_temp	variability_precip	max_temp	max_precip	min_temp	min_precip	elevation_change	dist_to_land_ice_max	dist_to_land_ice_min	dating_methods	dating_levels	depth_min	depth_max
sourcenode_pub_eisner_lprfapfmina_2003	Late-Quaternary paleoenvironmental record from a palsa-scale frost mound in northern Alaska	2003	Eisner, W. R.; Hinkel, K. M.; Nelson, F. E.; Bockheim, J. G.	Published (unspecified type)	White Hills, Alaska	69.4886	-150.0749									Peat core	9143	-4	Other microfossil - Fungi;Microfossil - Plant Macrofossil;Microfossil - Pollen	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN			0	182
sourcenode_pub_eisner_lqprfolaflau_1992	Late Quaternary Pollen Records from Oil Lake and Feniak Lake Alaska USA	1992	Eisner, W. R.; Colinvaux, P. A.	Published (unspecified type)	Feniak Lake, Central Brooks Range	68.249	-158.3197									Lake sediment core		6690	Microfossil - Pollen	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN			0	900
sourcenode_pub_eisner_lqprfolaflau_1992	Late Quaternary Pollen Records from Oil Lake and Feniak Lake Alaska USA	1992	Eisner, W. R.; Colinvaux, P. A.	Published (unspecified type)	Oil Lake, Brooks Range, Alaska	68.64284	-149.45859									Lake sediment core		5210	Microfossil - Pollen	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN			0	500
sourcenode_pub_eisner_lqprfolaflau_1992	Late Quaternary Pollen Records from Oil Lake and Feniak Lake Alaska USA	1992	Eisner, W. R.; Colinvaux, P. A.	Published (unspecified type)	Oil Lake	70.290114	-151.171832	Morphotype: Pollen - Ericaceae;Morphotype: Pollen - Saxifraga oppositifolia;Morphotype: Pollen - Unknown (trilete);Morphotype: Pollen - Sphagnum;Morphotype: Pollen - Valerianoideae;Morphotype: Pollen - Cichorioideae;Morphotype: Pollen - Lycopodiaceae;Morphotype: Pollen - Myriophyllum;Morphotype: Pollen - Selaginella;Morphotype: Pollen - Saxifragaceae undiff.;Morphotype: Pollen - Juniperus;Morphotype: Pollen - Rumex/Oxyria digyna;Morphotype: Pollen - Unknown;Morphotype: Pollen - Populus;Morphotype: Pollen - Ranunculaceae;Morphotype: Pollen - Equisetum;Morphotype: Pollen - Amaranthaceae;Morphotype: Pollen - Rosaceae;Morphotype: Pollen - Potamogeton;Morphotype: Pollen - Urtica-type;Morphotype: Pollen - Asteroideae undiff.;Morphotype: Colony - Pediastrum;Morphotype: Pollen - Alnus;Morphotype: Pollen - Eucalyptus;Morphotype: Pollen - Betula;Morphotype: Pollen - Cyperaceae;Morphotype: Pollen - Poaceae;Morphotype: Pollen - Pinus;Morphotype: Pollen - Unknown (monolete);Morphotype: Pollen - Salix;Morphotype: Pollen - Epilobium;Morphotype: Pollen - Brassicaceae;Morphotype: Pollen - Apiaceae;Morphotype: Pollen - Polygonaceae undiff.;Morphotype: Pollen - Nymphaea;Morphotype: Pollen - Caryophyllaceae;Morphotype: Pollen - Artemisia	Implicit	Abundance	Placeholder from NeotomaDB Import [Kingdom]					Lake sediment core	11700	-37	Microfossil - Pollen;Other microfossil - Colony	2.2916669830000007	28	-9.558333397	137	-11.85000038	109	0	486.6738479	196.21740119999998				
sourcenode_pub_eisner_paoaodfaelracpoa_2005	Paleoenvironmental analyses of an organic deposit from an erosional landscape remnant, Arctic Coastal Plain of Alaska	2005	Eisner, W. R.; Bockheim, J. G.; Hinkel, K. M.; Brown, T. A.; Nelson, F. E.; Peterson, K. M.; Jones, B. M.	Published (unspecified type)	Peterson Erosional Remnant, Point Barrow, Barrow Peninsula, Alaska	71.06666666666666	-156.4									Peat core	8820	150	Microfossil - Plant Macrofossil;Microfossil - Pollen	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN			0	170
sourcenode_pub_eisner_paoapcfictnsa_1991	Palynological Analysis of a Peat Core from Imnavait Creek the North Slope Alaska	1991	Eisner, W. R.	Published (unspecified type)	Imnavait Creek	68.66554599999999	-149.35915400000002	Morphotype: Pollen - Apiaceae;Morphotype: Pollen - Valerianoideae;Morphotype: Pollen - Potamogeton;Morphotype: Pollen - Unknown (trilete);Morphotype: Pollen - Brassicaceae;Morphotype: Pollen - Caryophyllaceae;Morphotype: Pollen - Unknown;Morphotype: Pollen - Polygonaceae undiff.;Morphotype: Pollen - Selaginella;Morphotype: Pollen - Nymphaea;Morphotype: Pollen - Epilobium;Morphotype: Pollen - Poaceae;Morphotype: Pollen - Unknown (monolete);Morphotype: Pollen - Juniperus;Morphotype: Pollen - Rumex/Oxyria digyna;Morphotype: Pollen - Cichorioideae;Morphotype: Pollen - Cyperaceae;Morphotype: Pollen - Betula;Morphotype: Pollen - Alnus;Morphotype: Pollen - Ericaceae;Morphotype: Pollen - Eucalyptus;Morphotype: Pollen - Sphagnum;Morphotype: Pollen - Pinus;Morphotype: Pollen - Salix;Morphotype: Pollen - Artemisia;Morphotype: Pollen - Equisetum;Morphotype: Pollen - Rosaceae;Morphotype: Pollen - Lycopodiaceae;Morphotype: Pollen - Saxifraga oppositifolia;Morphotype: Pollen - Ranunculaceae;Morphotype: Pollen - Asteroideae undiff.	Implicit	Abundance	Placeholder from NeotomaDB Import [Kingdom]					Lake sediment core	11700	-24	Microfossil - Pollen	1.6958341600000004	54	-10.52499962	274	-12.22083378	220	0	441.14875550000005	18.17566589				
sourcenode_pub_eisner_psoahlrftksrowg_1995	Paleoecological studies of a holocene lacustrine record from the kangerlussuaq (søndre strømfjord) region of West Greenland	1995	Eisner, W. R.; Törnqvist, T. E.; Koster, E. A.; Bennike, O.; van Leeuwen, J. F. N.	Published (unspecified type)	Lake 31	67.05	-50.46667	Morphotype: Pollen - Pteridium;Morphotype: Pollen - Galium;Morphotype: Pollen - Amaranthaceae;Morphotype: Pollen - Filipendula;Morphotype: Pollen - Plantago;Morphotype: Pollen - Ambrosia;Morphotype: Pollen - Quercus;Morphotype: Pollen - Corylus;Morphotype: Pollen - Juniperus;Morphotype: Pollen - Pinus;Morphotype: Pollen - Myriophyllum spicatum;Morphotype: Pollen - Cerastium;Morphotype: Pollen - Picea;Morphotype: Pollen - Huperzia selago;Morphotype: Pollen - Silene;Morphotype: Pollen - Campanula;Morphotype: Pollen - Brassicaceae;Morphotype: Pollen - Betula;Morphotype: Colony - Pediastrum;Morphotype: Pollen - Poaceae;Morphotype: Pollen - Salix;Morphotype: Pollen - Cyperaceae;Morphotype: Pollen - Hippuris vulgaris;Morphotype: Pollen - Artemisia;Morphotype: Pollen - Potamogetonaceae;Morphotype: Pollen - Ericales;Morphotype: Pollen - Rumex acetosella-type;Morphotype: Pollen - Menyanthes trifoliata;Morphotype: Pollen - Lycopodium annotinum;Morphotype: Pollen - Equisetum;Morphotype: Pollen - Pedicularis-type;Morphotype: Pollen - Ranunculus;Morphotype: Pollen - Alnus;Morphotype: Pollen - Dryopteris;Morphotype: Pollen - Sphagnum;Morphotype: Pollen - Saxifraga oppositifolia-type;Morphotype: Pollen - Potentilla-type	Implicit	Abundance	Placeholder from NeotomaDB Import [Kingdom]					Lake sediment core	5030	713	Microfossil - Pollen;Other microfossil - Colony	1.7541666029999998	19	-4.470833302	174	-6.224999905	155	0	153.7581727	14.66121941				
sourcenode_pub_ekholm_msinsetc_2016	Mesolithic settlement in northernmost Sweden: Economy, technology, chronology	2016	Ekholm, T.	Published (unspecified type)	Norrbotten County	NaN	NaN	Morphotype: Pollen - Pinus;Morphotype: Pollen - Salix;Morphotype: Pollen - Betula;Macrofossil: European pine marten (bone);Macrofossil: Northern pike (bone);Macrofossil: Burbot (bone);Macrofossil: Hare (bone);Macrofossil: Eurasian beaver (bone);Macrofossil: Ringed seal (bone);Macrofossil: Reindeer (bone);Macrofossil: European elk (bone)	Implicit;Implicit: Expert ID - Bartholin, T.	PresenceAbsence;PresenceOnly;Richness	Pinus [Genus];Salix [Genus];Betula [Genus];Martes  martes L. [Species];Esox lucius L. [Species];Lota  lota  L. [Species];Lepus [Genus];Castor  fiber L. [Species];Pusa hispida Schreber [Species];Rangifer  tarandus L. [Species];Alces alces L. [Species]	Plantae;Animalia	Pinaceae;Salicaceae;Betulaceae;Mustelidae;Esocidae;Lottiidae;Leporidae;Castoridae;Phocidae;Cervidae	Pinus;Salix;Betula;Martes ;Esox;Lepus;Castor;Pusa;Alces	 ;Martes  martes L.;Esox lucius L.;Lota  lota  L.;Castor  fiber L.;Pusa hispida Schreber;Rangifer  tarandus L.;Alces alces L.	Excavation	8940	4739	Microfossil - Pollen;Macrofossil	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN	Radiocarbon (Uncalibrated);Radiocarbon (Calibrated)			
10.1139/b85-070	Postglacial vegetational change and soil development in southeastern Labrador as inferred from pollen and chemical stratigraphy	1985	Engstrom, D. R; Hansen, B. C. S	Published - journal article	18 [Moraine Lake]	52.26667	-58.05	Morphotype: Pollen - Botrychium;Morphotype: Pollen - Plantago;Morphotype: Pollen - Polygonum sensu lato;Morphotype: Pollen - Malvaceae sensu stricto;Morphotype: Pollen - Thalictrum;Morphotype: Pollen - Asteraceae undiff.;Morphotype: Pollen - Woodsia;Morphotype: Pollen - Carya;Morphotype: Pollen - Moraceae;Morphotype: Pollen - Typha/Sparganium;Morphotype: Pollen - Shepherdia canadensis;Morphotype: Pollen - Hypericum;Morphotype: Pollen - Polypodiaceae;Morphotype: Pollen - Huperzia lucidula;Morphotype: Pollen - Athyrium;Morphotype: Pollen - Cornus;Morphotype: Pollen - Sambucus;Morphotype: Pollen - Urticaceae;Morphotype: Pollen - Taxus;Morphotype: Pollen - Pteridium-type;Morphotype: Pollen - Populus;Morphotype: Pollen - Juglans;Morphotype: Pollen - Osmunda;Morphotype: Pollen - Cupressaceae;Morphotype: Pollen - Diphasiastrum complanatum-type;Morphotype: Pollen - Lycopodium clavatum;Morphotype: Pollen - Salix;Morphotype: Pollen - Rhamnaceae/Vitaceae;Morphotype: Pollen - Ulmus;Morphotype: Pollen - Corylus;Morphotype: Pollen - Fagus;Morphotype: Pollen - Equisetum;Morphotype: Pollen - Amaranthaceae;Morphotype: Pollen - Acer;Morphotype: Pollen - Huperzia selago;Morphotype: Pollen - Asteroideae undiff.;Morphotype: Pollen - Tsuga;Morphotype: Pollen - Epilobium;Morphotype: Pollen - Myrica;Morphotype: Pollen - Rumex;Morphotype: Pollen - Ostrya/Carpinus;Morphotype: Pollen - Callitriche;Morphotype: Pollen - Unknown;Morphotype: Pollen - Rosaceae;Morphotype: Pollen - Spermatophyta undiff. (trees);Morphotype: Pollen - Fabaceae;Morphotype: Pollen - Ranunculaceae undiff.;Morphotype: Pollen - Quercus;Morphotype: Pollen - Nuphar;Morphotype: Pollen - Indeterminable;Morphotype: Pollen - Artemisia;Morphotype: Pollen - Alnus incana-type;Morphotype: Pollen - Picea;Morphotype: Pollen - Isoëtes;Morphotype: Pollen - Betula;Morphotype: Pollen - Pinaceae undiff.;Morphotype: Pollen - Abies;Morphotype: Pollen - Pinus undiff.;Morphotype: Pollen - Alnus viridis-type;Morphotype: Pollen - Lycopodium annotinum;Morphotype: Pollen - Cyperaceae;Morphotype: Pollen - Sphagnum;Morphotype: Pollen - Ericaceae;Morphotype: Pollen - Dryopteris-type;Morphotype: Pollen - Iva;Morphotype: Pollen - Poaceae;Morphotype: Pollen - Fraxinus;Morphotype: Pollen - Pinus subg. Strobus;Morphotype: Pollen - Pinus subg. Pinus;Morphotype: Pollen - Larix;Morphotype: Pollen - Caryophyllaceae;Morphotype: Pollen - Cannabaceae sensu stricto;Morphotype: Pollen - Ambrosia-type	Implicit	Abundance	Placeholder from NeotomaDB Import [Kingdom]					Lake sediment core	10938	0	Microfossil - Pollen	8.525000096	247	1.862500191	1073	-6.662499905	826	0	1278.372398	7.41953431				
10.1139/b85-070	Postglacial vegetational change and soil development in southeastern Labrador as inferred from pollen and chemical stratigraphy	1985	Engstrom, D. R; Hansen, B. C. S	Published - journal article	Lake Hope Simpson	52.45	-56.43333	Morphotype: Pollen - Potamogetonaceae;Morphotype: Pollen - Platanus;Morphotype: Pollen - Ilex;Morphotype: Pollen - Geranium;Morphotype: Pollen - Poaceae (Cerealia);Morphotype: Pollen - Cichorioideae;Morphotype: Pollen - Adiantum;Morphotype: Pollen - Gentianaceae;Morphotype: Pollen - Euphorbia;Morphotype: Pollen - Dryas-type;Morphotype: Pollen - Celtis;Morphotype: Pollen - Polygonum sensu lato;Morphotype: Pollen - Juglans;Morphotype: Pollen - Woodsia;Morphotype: Pollen - Moraceae;Morphotype: Pollen - Shepherdia canadensis;Morphotype: Pollen - Scrophulariaceae;Morphotype: Pollen - Ranunculaceae undiff.;Morphotype: Pollen - Epilobium;Morphotype: Pollen - Vitis;Morphotype: Pollen - Sambucus;Morphotype: Pollen - Cornus;Morphotype: Pollen - Iva;Morphotype: Pollen - Huperzia selago;Morphotype: Pollen - Asteraceae undiff.;Morphotype: Pollen - Nyssa;Morphotype: Pollen - Diphasiastrum complanatum-type;Morphotype: Pollen - Ulmus;Morphotype: Pollen - Populus;Morphotype: Pollen - Fabaceae;Morphotype: Pollen - Thalictrum;Morphotype: Pollen - Botrychium;Morphotype: Pollen - Castanea;Morphotype: Pollen - Rosaceae undiff.;Morphotype: Pollen - Caryophyllaceae;Morphotype: Pollen - Taxus;Morphotype: Pollen - Lycopodium obscurum;Morphotype: Pollen - Fraxinus;Morphotype: Pollen - Corylus;Morphotype: Pollen - Fagus;Morphotype: Pollen - Equisetum;Morphotype: Pollen - Acer;Morphotype: Pollen - Typha/Sparganium;Morphotype: Pollen - Asteroideae undiff.;Morphotype: Pollen - Tsuga;Morphotype: Pollen - Rumex;Morphotype: Pollen - Nuphar;Morphotype: Pollen - Athyrium;Morphotype: Pollen - Ostrya/Carpinus;Morphotype: Pollen - Osmunda;Morphotype: Pollen - Pteridium-type;Morphotype: Pollen - Quercus;Morphotype: Pollen - Angiospermae undiff. (herbs);Morphotype: Pollen - Ericaceae;Morphotype: Pollen - Cupressaceae;Morphotype: Pollen - Huperzia lucidula;Morphotype: Pollen - Plantago;Morphotype: Pollen - Artemisia;Morphotype: Pollen - Myrica;Morphotype: Pollen - Pinus subg. Strobus;Morphotype: Pollen - Picea;Morphotype: Pollen - Isoëtes;Morphotype: Pollen - Betula;Morphotype: Pollen - Alnus viridis-type;Morphotype: Pollen - Pinaceae undiff.;Morphotype: Pollen - Abies;Morphotype: Pollen - Larix;Morphotype: Pollen - Dryopteris-type;Morphotype: Pollen - Spermatophyta undiff. (trees);Morphotype: Pollen - Pinus undiff.;Morphotype: Pollen - Sphagnum;Morphotype: Pollen - Indeterminable;Morphotype: Pollen - Lycopodium annotinum;Morphotype: Pollen - Cyperaceae;Morphotype: Pollen - Alnus incana-type;Morphotype: Pollen - Lycopodium clavatum;Morphotype: Pollen - Salix;Morphotype: Pollen - Pinus subg. Pinus;Morphotype: Pollen - Unknown;Morphotype: Pollen - Sarcobatus vermiculatus;Morphotype: Pollen - Poaceae undiff.;Morphotype: Pollen - Amaranthaceae undiff.;Morphotype: Pollen - Ambrosia-type	Implicit	Abundance	Placeholder from NeotomaDB Import [Kingdom]					Lake sediment core	10886	207	Microfossil - Pollen	8.470833540000001	266	2.825000048	1108	-5.645833492	842	0	1288.3637379999998	61.53343262				
sourcenode_pub_enright_pcaotriwsgfsc_1984	Principal components analysis of tree-ring/climate relationships in white spruce (Picea glauca) from Schefferville, Canada	1984	Enright, N. J.	Published (unspecified type)	Ironarm	54.915437	-66.637529	Contemporaneous Whole Organism: Picea glauca (Moench) Voss	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	Plantae	Pinaceae	Picea	Picea glauca (Moench) Voss	Living organism	291	-29	Contemporaneous Whole Organism	0.7458333969999997	9	-3.833333492	771	-4.579166889	762	0	925.8204707	925.8204707	Known collection date			
sourcenode_pub_enright_pcaotriwsgfsc_1984	Principal components analysis of tree-ring/climate relationships in white spruce (Picea glauca) from Schefferville, Canada	1984	Enright, N. J.	Published (unspecified type)	Menihek	54.747078	-66.95837	Contemporaneous Whole Organism: Picea glauca (Moench) Voss	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	Plantae	Pinaceae	Picea	Picea glauca (Moench) Voss	Living organism	131	-29	Contemporaneous Whole Organism	0.5541667940000004	17	-4.091666698	842	-4.645833492	825	0	944.7213212	944.7213212	Known collection date			
sourcenode_pub_enright_pcaotriwsgfsc_1984	Principal components analysis of tree-ring/climate relationships in white spruce (Picea glauca) from Schefferville, Canada	1984	Enright, N. J.	Published (unspecified type)	Annabel	54.978545	-67.020914	Contemporaneous Whole Organism: Picea glauca (Moench) Voss	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	Plantae	Pinaceae	Picea	Picea glauca (Moench) Voss	Living organism	91	-29	Contemporaneous Whole Organism	0	0	-3.883333445	686	-3.883333445	686	0	919.0649796	919.0649796	Known collection date			
sourcenode_pub_epp_lsmdfngrepaovpaatec_2015	Lake sediment multi-taxon DNA from North Greenland records early post-glacial appearance of vascular plants and accurately tracks environmental changes	2015	Epp, L. S.; Gussarova, C.; Boessenkool, S.; Olsen, J.; Haile, J.; Schroder-Nielsen, A.; Ludikova, A.; Hassel, K.; Stenoien, H. K.; Funder, S.; Willerslev, E.; Kjaer, K.; Brochmann, C.	Published (unspecified type)	Bliss Lake, Peary Land, Greenland	83.551	-32.571									Lake sediment core	10846	442	Other - Diatom aDNA;Ancient DNA	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN			0	331.5
10.1080/11035898209453722	Subfossil pine dates and pollen diagrams from northern Fennoscandia	1982	Eronen, M; Hyvärinen, H	Published - journal article	Råttuvarri	69.35	20.31667	Morphotype: Pollen - Potamogeton;Morphotype: Pollen - Hippophaë;Morphotype: Pollen - Myriophyllum spicatum;Morphotype: Pollen - Nymphaea;Morphotype: Pollen - Campanula;Morphotype: Pollen - Plantago;Morphotype: Pollen - Amaranthaceae;Morphotype: Pollen - Valeriana;Morphotype: Pollen - Selaginella;Morphotype: Pollen - Drosera;Morphotype: Pollen - Ulmus;Morphotype: Pollen - Varia;Morphotype: Pollen - Equisetum;Morphotype: Pollen - Saxifraga;Morphotype: Pollen - Caryophyllaceae;Morphotype: Pollen - Asteraceae;Morphotype: Pollen - Rumex;Morphotype: Pollen - Artemisia;Morphotype: Pollen - Sparganium;Morphotype: Pollen - Rubus chamaemorus;Morphotype: Pollen - Rosaceae;Morphotype: Pollen - Thalictrum;Morphotype: Pollen - Galium;Morphotype: Pollen - Betula;Morphotype: Pollen - Pinus;Morphotype: Pollen - Cyperaceae;Morphotype: Pollen - Sphagnum;Morphotype: Pollen - Alnus;Morphotype: Pollen - Dryopteris-type;Morphotype: Pollen - Poaceae;Morphotype: Pollen - Ericales;Morphotype: Pollen - Lycopodium;Morphotype: Pollen - Juniperus;Morphotype: Pollen - Salix;Morphotype: Pollen - Quercus;Morphotype: Pollen - Picea;Morphotype: Pollen - Corylus	Implicit	Abundance	Placeholder from NeotomaDB Import [Kingdom]					Lake sediment core	11700	76	Microfossil - Pollen	5.733333468	74	0.545833468	447	-5.1875	373	-221	7.188304606	0				
10.1080/11035898209453722	Subfossil pine dates and pollen diagrams from northern Fennoscandia	1982	Eronen, M; Hyvärinen, H	Published - journal article	Mukkavaara	68.91667	21	Morphotype: Pollen - Hippophaë;Morphotype: Pollen - Corylus;Morphotype: Pollen - Apiaceae;Morphotype: Pollen - Ulmus;Morphotype: Pollen - Ranunculaceae;Morphotype: Pollen - Brassicaceae;Morphotype: Pollen - Quercus;Morphotype: Pollen - Tilia;Morphotype: Pollen - Caryophyllaceae;Morphotype: Pollen - Varia;Morphotype: Pollen - Galium;Morphotype: Pollen - Equisetum;Morphotype: Pollen - Rubus chamaemorus;Morphotype: Pollen - Asteraceae;Morphotype: Pollen - Sphagnum;Morphotype: Pollen - Rosaceae;Morphotype: Pollen - Thalictrum;Morphotype: Pollen - Artemisia;Morphotype: Pollen - Betula;Morphotype: Pollen - Pinus;Morphotype: Pollen - Cyperaceae;Morphotype: Pollen - Juniperus;Morphotype: Pollen - Ericales;Morphotype: Pollen - Poaceae;Morphotype: Pollen - Rumex;Morphotype: Pollen - Alnus;Morphotype: Pollen - Dryopteris-type;Morphotype: Pollen - Salix;Morphotype: Pollen - Picea;Morphotype: Pollen - Lycopodium;Morphotype: Pollen - Selaginella;Morphotype: Pollen - Amaranthaceae	Implicit	Abundance	Placeholder from NeotomaDB Import [Kingdom]					Lake sediment core	11700	-34	Microfossil - Pollen	5.55000019	66	-1.224999905	413	-6.775000095	347	0	57.877234640000005	0				
sourcenode_pub_felde_adtiwsibpdl_2018	Are diversity trends in western Scandinavia influenced by post-glacial dispersal limitation?	2018	Felde, V. A.; Grytnes, J. A.; Bjune, A. E.; Peglar, S. M.; Birks, H. J. B.	Published (unspecified type)	Tenndammen, Spitsbergen	78.09984	15.03212									Lake sediment core	710	-40	Other microfossil - Chironomid	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN			0	25
sourcenode_pub_felde_adtiwsibpdl_2018	Are diversity trends in western Scandinavia influenced by post-glacial dispersal limitation?	2018	Felde, V. A.; Grytnes, J. A.; Bjune, A. E.; Peglar, S. M.; Birks, H. J. B.	Published (unspecified type)	Ytertjørna, Spitsbergen	78.2627	12.9856									Lake sediment core	460	-40	Other microfossil - Chironomid	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN			0	25
sourcenode_pub_felde_adtiwsibpdl_2018	Are diversity trends in western Scandinavia influenced by post-glacial dispersal limitation?	2018	Felde, V. A.; Grytnes, J. A.; Bjune, A. E.; Peglar, S. M.; Birks, H. J. B.	Published (unspecified type)	Ossian Sarsfjellet, Spitsbergen	78.92306	12.53604									Lake sediment core	610	-40	Other microfossil - Chironomid	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN			0	25
